folder,dbscan_eps,cluster_keep_ratio,sparse_percentile,residual_threshold,score,fit_ratio,coverage,hough_count,mesh_count
Data/TestData4,0.18,0.15,90,0.06,-0.3522969173169187,1.8650721804875672,0.21,15222,38682
Data/TestData4,0.18,0.15,90,0.08,-0.3522969173169187,1.8650721804875672,0.21,15222,38682
Data/TestData4,0.18,0.15,90,0.1,-0.3522969173169187,1.8650721804875672,0.21,15222,38682
Data/TestData4,0.18,0.15,95,0.06,-0.28602462905831305,1.8092686600897123,0.24,9436,37926
Data/TestData4,0.18,0.15,95,0.08,-0.28602462905831305,1.8092686600897123,0.24,9436,37926
Data/TestData4,0.18,0.15,95,0.1,-0.28602462905831305,1.8092686600897123,0.24,9436,37926
Data/TestData4,0.18,0.25,85,0.06,-0.34661263108224954,2.010173278588076,0.31,29082,40446
Data/TestData4,0.18,0.25,85,0.08,-0.34661263108224954,2.010173278588076,0.31,29082,40446
Data/TestData4,0.18,0.25,85,0.1,-0.34661263108224954,2.010173278588076,0.31,29082,40446
Data/TestData4,0.18,0.25,90,0.06,-0.3522969173169187,1.8650721804875672,0.21,15222,38682
Data/TestData4,0.18,0.25,90,0.08,-0.3522969173169187,1.8650721804875672,0.21,15222,38682
Data/TestData4,0.18,0.25,90,0.1,-0.3522969173169187,1.8650721804875672,0.21,15222,38682
Data/TestData4,0.18,0.25,95,0.06,-0.28602462905831305,1.8092686600897123,0.24,9436,37926
Data/TestData4,0.18,0.25,95,0.08,-0.28602462905831305,1.8092686600897123,0.24,9436,37926
Data/TestData4,0.18,0.25,95,0.1,-0.28602462905831305,1.8092686600897123,0.24,9436,37926
Data/TestData4,0.18,0.35,85,0.06,-0.34661263108224954,2.010173278588076,0.31,29082,40446
Data/TestData4,0.18,0.35,85,0.08,-0.34661263108224954,2.010173278588076,0.31,29082,40446
Data/TestData4,0.18,0.35,85,0.1,-0.34661263108224954,2.010173278588076,0.31,29082,40446
Data/TestData4,0.18,0.35,90,0.06,-0.3522969173169187,1.8650721804875672,0.21,15222,38682
Data/TestData4,0.18,0.35,90,0.08,-0.3522969173169187,1.8650721804875672,0.21,15222,38682
Data/TestData4,0.18,0.35,90,0.1,-0.3522969173169187,1.8650721804875672,0.21,15222,38682
Data/TestData4,0.18,0.35,95,0.06,-0.28602462905831305,1.8092686600897123,0.24,9436,37926
Data/TestData4,0.18,0.35,95,0.08,-0.28602462905831305,1.8092686600897123,0.24,9436,37926
Data/TestData4,0.18,0.35,95,0.1,-0.28602462905831305,1.8092686600897123,0.24,9436,37926
Data/TestData4,0.24,0.15,85,0.06,-0.34661263108224954,2.010173278588076,0.31,29082,40446
Data/TestData4,0.24,0.15,85,0.08,-0.34661263108224954,2.010173278588076,0.31,29082,40446
Data/TestData4,0.24,0.15,85,0.1,-0.34661263108224954,2.010173278588076,0.31,29082,40446
Data/TestData4,0.24,0.15,90,0.06,-0.3522969173169187,1.8650721804875672,0.21,15222,38682
Data/TestData4,0.24,0.15,90,0.08,-0.3522969173169187,1.8650721804875672,0.21,15222,38682
Data/TestData4,0.24,0.15,90,0.1,-0.3522969173169187,1.8650721804875672,0.21,15222,38682
Data/TestData4,0.24,0.15,95,0.06,-0.28602462905831305,1.8092686600897123,0.24,9436,37926
Data/TestData4,0.24,0.15,95,0.08,-0.28602462905831305,1.8092686600897123,0.24,9436,37926
Data/TestData4,0.24,0.15,95,0.1,-0.28602462905831305,1.8092686600897123,0.24,9436,37926
Data/TestData4,0.24,0.25,85,0.06,-0.34661263108224954,2.010173278588076,0.31,29082,40446
Data/TestData4,0.24,0.25,85,0.08,-0.34661263108224954,2.010173278588076,0.31,29082,40446
Data/TestData4,0.24,0.25,85,0.1,-0.34661263108224954,2.010173278588076,0.31,29082,40446
Data/TestData4,0.24,0.25,90,0.06,-0.3522969173169187,1.8650721804875672,0.21,15222,38682
Data/TestData4,0.24,0.25,90,0.08,-0.3522969173169187,1.8650721804875672,0.21,15222,38682
Data/TestData4,0.24,0.25,90,0.1,-0.3522969173169187,1.8650721804875672,0.21,15222,38682
Data/TestData4,0.24,0.25,95,0.06,-0.28602462905831305,1.8092686600897123,0.24,9436,37926
Data/TestData4,0.24,0.25,95,0.08,-0.28602462905831305,1.8092686600897123,0.24,9436,37926
Data/TestData4,0.24,0.25,95,0.1,-0.28602462905831305,1.8092686600897123,0.24,9436,37926
Data/TestData4,0.24,0.35,85,0.06,-0.34661263108224954,2.010173278588076,0.31,29082,40446
Data/TestData4,0.24,0.35,85,0.08,-0.34661263108224954,2.010173278588076,0.31,29082,40446
Data/TestData4,0.24,0.35,85,0.1,-0.34661263108224954,2.010173278588076,0.31,29082,40446
Data/TestData4,0.24,0.35,90,0.06,-0.3522969173169187,1.8650721804875672,0.21,15222,38682
Data/TestData4,0.24,0.35,90,0.08,-0.3522969173169187,1.8650721804875672,0.21,15222,38682
Data/TestData4,0.24,0.35,90,0.1,-0.3522969173169187,1.8650721804875672,0.21,15222,38682
Data/TestData4,0.24,0.35,95,0.06,-0.28602462905831305,1.8092686600897123,0.24,9436,37926
Data/TestData4,0.24,0.35,95,0.08,-0.28602462905831305,1.8092686600897123,0.24,9436,37926
Data/TestData4,0.24,0.35,95,0.1,-0.28602462905831305,1.8092686600897123,0.24,9436,37926
Data/TestData5,0.12,0.15,85,0.06,-0.3037133281003747,1.9134051201544227,0.29,15996,50886
Data/TestData5,0.12,0.15,85,0.08,-0.3037133281003747,1.9134051201544227,0.29,15996,50886
Data/TestData5,0.12,0.15,85,0.1,-0.3037133281003747,1.9134051201544227,0.29,15996,50886
Data/TestData5,0.12,0.15,90,0.06,-0.17794513266870005,1.7506848194903077,0.31,12996,48312
Data/TestData5,0.12,0.15,90,0.08,-0.17794513266870005,1.7506848194903077,0.31,12996,48312
Data/TestData5,0.12,0.15,90,0.1,-0.17794513266870005,1.7506848194903077,0.31,12996,48312
Data/TestData5,0.12,0.15,95,0.06,-0.041625394356444745,1.4794236836252996,0.27,5010,45342
Data/TestData5,0.12,0.15,95,0.08,-0.041625394356444745,1.4794236836252996,0.27,5010,45342
Data/TestData5,0.12,0.15,95,0.1,-0.041625394356444745,1.4794236836252996,0.27,5010,45342
Data/TestData5,0.12,0.25,85,0.06,-0.3037133281003747,1.9134051201544227,0.29,15996,50886
Data/TestData5,0.12,0.25,85,0.08,-0.3037133281003747,1.9134051201544227,0.29,15996,50886
Data/TestData5,0.12,0.25,85,0.1,-0.3037133281003747,1.9134051201544227,0.29,15996,50886
Data/TestData5,0.12,0.25,90,0.06,-0.17794513266870005,1.7506848194903077,0.31,12996,48312
Data/TestData5,0.12,0.25,90,0.08,-0.17794513266870005,1.7506848194903077,0.31,12996,48312
Data/TestData5,0.12,0.25,90,0.1,-0.17794513266870005,1.7506848194903077,0.31,12996,48312
Data/TestData5,0.12,0.25,95,0.06,-0.041625394356444745,1.4794236836252996,0.27,5010,45342
Data/TestData5,0.12,0.25,95,0.08,-0.041625394356444745,1.4794236836252996,0.27,5010,45342
Data/TestData5,0.12,0.25,95,0.1,-0.041625394356444745,1.4794236836252996,0.27,5010,45342
Data/TestData5,0.12,0.35,85,0.06,-0.3037133281003747,1.9134051201544227,0.29,15996,50886
Data/TestData5,0.12,0.35,85,0.08,-0.3037133281003747,1.9134051201544227,0.29,15996,50886
Data/TestData5,0.12,0.35,85,0.1,-0.3037133281003747,1.9134051201544227,0.29,15996,50886
Data/TestData5,0.12,0.35,90,0.06,-0.17794513266870005,1.7506848194903077,0.31,12996,48312
Data/TestData5,0.12,0.35,90,0.08,-0.17794513266870005,1.7506848194903077,0.31,12996,48312
Data/TestData5,0.12,0.35,90,0.1,-0.17794513266870005,1.7506848194903077,0.31,12996,48312
Data/TestData5,0.12,0.35,95,0.06,-0.041625394356444745,1.4794236836252996,0.27,5010,45342
Data/TestData5,0.12,0.35,95,0.08,-0.041625394356444745,1.4794236836252996,0.27,5010,45342
Data/TestData5,0.12,0.35,95,0.1,-0.041625394356444745,1.4794236836252996,0.27,5010,45342
Data/TestData5,0.18,0.15,85,0.06,-0.3037133281003747,1.9134051201544227,0.29,15996,50886
Data/TestData5,0.18,0.15,85,0.08,-0.3037133281003747,1.9134051201544227,0.29,15996,50886
Data/TestData5,0.18,0.15,85,0.1,-0.3037133281003747,1.9134051201544227,0.29,15996,50886
Data/TestData5,0.18,0.15,90,0.06,-0.17794513266870005,1.7506848194903077,0.31,12996,48312
Data/TestData5,0.18,0.15,90,0.08,-0.17794513266870005,1.7506848194903077,0.31,12996,48312
Data/TestData5,0.18,0.15,90,0.1,-0.17794513266870005,1.7506848194903077,0.31,12996,48312
Data/TestData5,0.18,0.15,95,0.06,-0.041625394356444745,1.4794236836252996,0.27,5010,45342
Data/TestData5,0.18,0.15,95,0.08,-0.041625394356444745,1.4794236836252996,0.27,5010,45342
Data/TestData5,0.18,0.15,95,0.1,-0.041625394356444745,1.4794236836252996,0.27,5010,45342
Data/TestData5,0.18,0.25,85,0.06,-0.3037133281003747,1.9134051201544227,0.29,15996,50886
Data/TestData5,0.18,0.25,85,0.08,-0.3037133281003747,1.9134051201544227,0.29,15996,50886
Data/TestData5,0.18,0.25,85,0.1,-0.3037133281003747,1.9134051201544227,0.29,15996,50886
Data/TestData5,0.18,0.25,90,0.06,-0.17794513266870005,1.7506848194903077,0.31,12996,48312
Data/TestData5,0.18,0.25,90,0.08,-0.17794513266870005,1.7506848194903077,0.31,12996,48312
Data/TestData5,0.18,0.25,90,0.1,-0.17794513266870005,1.7506848194903077,0.31,12996,48312
Data/TestData5,0.18,0.25,95,0.06,-0.041625394356444745,1.4794236836252996,0.27,5010,45342
Data/TestData5,0.18,0.25,95,0.08,-0.041625394356444745,1.4794236836252996,0.27,5010,45342
Data/TestData5,0.18,0.25,95,0.1,-0.041625394356444745,1.4794236836252996,0.27,5010,45342
Data/TestData5,0.18,0.35,85,0.06,-0.3037133281003747,1.9134051201544227,0.29,15996,50886
Data/TestData5,0.18,0.35,85,0.08,-0.3037133281003747,1.9134051201544227,0.29,15996,50886
Data/TestData5,0.18,0.35,85,0.1,-0.3037133281003747,1.9134051201544227,0.29,15996,50886
Data/TestData5,0.18,0.35,90,0.06,-0.17794513266870005,1.7506848194903077,0.31,12996,48312
Data/TestData5,0.18,0.35,90,0.08,-0.17794513266870005,1.7506848194903077,0.31,12996,48312
Data/TestData5,0.18,0.35,90,0.1,-0.17794513266870005,1.7506848194903077,0.31,12996,48312
Data/TestData5,0.18,0.35,95,0.06,-0.041625394356444745,1.4794236836252996,0.27,5010,45342
Data/TestData5,0.18,0.35,95,0.08,-0.041625394356444745,1.4794236836252996,0.27,5010,45342
Data/TestData5,0.18,0.35,95,0.1,-0.041625394356444745,1.4794236836252996,0.27,5010,45342
Data/TestData5,0.24,0.15,85,0.06,-0.3037133281003747,1.9134051201544227,0.29,15996,50886
Data/TestData5,0.24,0.15,85,0.08,-0.3037133281003747,1.9134051201544227,0.29,15996,50886
Data/TestData5,0.24,0.15,85,0.1,-0.3037133281003747,1.9134051201544227,0.29,15996,50886
Data/TestData5,0.24,0.15,90,0.06,-0.17794513266870005,1.7506848194903077,0.31,12996,48312
Data/TestData5,0.24,0.15,90,0.08,-0.17794513266870005,1.7506848194903077,0.31,12996,48312
Data/TestData5,0.24,0.15,90,0.1,-0.17794513266870005,1.7506848194903077,0.31,12996,48312
Data/TestData5,0.24,0.15,95,0.06,-0.041625394356444745,1.4794236836252996,0.27,5010,45342
Data/TestData5,0.24,0.15,95,0.08,-0.041625394356444745,1.4794236836252996,0.27,5010,45342
Data/TestData5,0.24,0.15,95,0.1,-0.041625394356444745,1.4794236836252996,0.27,5010,45342
Data/TestData5,0.24,0.25,85,0.06,-0.3037133281003747,1.9134051201544227,0.29,15996,50886
Data/TestData5,0.24,0.25,85,0.08,-0.3037133281003747,1.9134051201544227,0.29,15996,50886
Data/TestData5,0.24,0.25,85,0.1,-0.3037133281003747,1.9134051201544227,0.29,15996,50886
Data/TestData5,0.24,0.25,90,0.06,-0.17794513266870005,1.7506848194903077,0.31,12996,48312
Data/TestData5,0.24,0.25,90,0.08,-0.17794513266870005,1.7506848194903077,0.31,12996,48312
Data/TestData5,0.24,0.25,90,0.1,-0.17794513266870005,1.7506848194903077,0.31,12996,48312
Data/TestData5,0.24,0.25,95,0.06,-0.041625394356444745,1.4794236836252996,0.27,5010,45342
Data/TestData5,0.24,0.25,95,0.08,-0.041625394356444745,1.4794236836252996,0.27,5010,45342
Data/TestData5,0.24,0.25,95,0.1,-0.041625394356444745,1.4794236836252996,0.27,5010,45342
Data/TestData5,0.24,0.35,85,0.06,-0.3037133281003747,1.9134051201544227,0.29,15996,50886
Data/TestData5,0.24,0.35,85,0.08,-0.3037133281003747,1.9134051201544227,0.29,15996,50886
Data/TestData5,0.24,0.35,85,0.1,-0.3037133281003747,1.9134051201544227,0.29,15996,50886
Data/TestData5,0.24,0.35,90,0.06,-0.17794513266870005,1.7506848194903077,0.31,12996,48312
Data/TestData5,0.24,0.35,90,0.08,-0.17794513266870005,1.7506848194903077,0.31,12996,48312
Data/TestData5,0.24,0.35,90,0.1,-0.17794513266870005,1.7506848194903077,0.31,12996,48312
Data/TestData5,0.24,0.35,95,0.06,-0.041625394356444745,1.4794236836252996,0.27,5010,45342
Data/TestData5,0.24,0.35,95,0.08,-0.041625394356444745,1.4794236836252996,0.27,5010,45342
Data/TestData5,0.24,0.35,95,0.1,-0.041625394356444745,1.4794236836252996,0.27,5010,45342
